,uid,uid,pv,uid
www/tianhe/b/o/,1.0,1.0,7.0,7.0
www/tianhe/bcu/,,,1.0,1.0
www/tianhe/bd/,,,6.0,6.0
www/tianhe/bdl/,,,1.0,1.0
www/tianhe/bdzx/,,,3.0,3.0
www/tianhe/bi/,,,1.0,1.0
www/tianhe/bi/o/,,,2.0,2.0
www/tianhe/bl/,6.0,2.0,4.0,3.0
www/tianhe/bmn/,,,1.0,1.0
www/tianhe/bt/,,,1.0,1.0
www/tianhe/bzx/,,,1.0,1.0
www/tianhe/cut/,,,1.0,1.0
www/tianhe/d/,,,12.0,12.0
www/tianhe/d/o/,,,3.0,3.0
www/tianhe/dfg/o/,,,1.0,1.0
www/tianhe/di/o/,,,1.0,1.0
www/tianhe/fg/,,,4.0,4.0
www/tianhe/fg/o/,10.0,1.0,,
www/tianhe/fgmn/o/,,,1.0,1.0
www/tianhe/l/,,,1.0,1.0
www/tianhe/mn/,,,2.0,1.0
www/tianhe/mn/o/,,,1.0,1.0
www/tianhe/mni/,,,1.0,1.0
www/tianhe/o/,1.0,1.0,33.0,28.0
www/tianhe/p/,,,1.0,1.0
www/tianhe/subway/,,,7.0,7.0
www/tianhe/subway/o/,,,2.0,2.0
www/tianhe/subway_/,,,1.0,1.0
www/tianhe/subway_a/,,,3.0,3.0
www/tianhe/subway_ab/,,,1.0,1.0
www/tianhe/subway_ad/,,,1.0,1.0
www/tianhe/subway_al/,,,1.0,1.0
www/tianhe/subway_aul/,,,1.0,1.0
www/tianhe/subway_b/,,,4.0,4.0
www/tianhe/subway_i/,,,1.0,1.0
www/tianhe/subwayabzx/,,,1.0,1.0
www/tianhe/subwayau/,,,1.0,1.0
www/tianhe/subwayb/,,,1.0,1.0
www/tianhe/subwaybd/,,,2.0,2.0
www/tianhe/subwayd/,,,1.0,1.0
www/tianhe/subwayi/,,,1.0,1.0
www/tianhe/t/,,,2.0,2.0
www/tianhe/t/o/,,,1.0,1.0
www/tianhe/zx/,,,2.0,2.0
www/tianhe_cbdpsq/,3.0,3.0,14.0,14.0
www/tianhe_cbdpsq/a/,,,5.0,5.0
www/tianhe_cbdpsq/ad/,,,1.0,1.0
www/tianhe_cbdpsq/b/,,,2.0,2.0
www/tianhe_cbdpsq/bd/,,,1.0,1.0
www/tianhe_cbdpsq/d/,,,2.0,2.0
www/tianhe_cbdpsq/subway_/,,,1.0,1.0
www/tianhe_cbdpsq/subway_bt/,,,1.0,1.0
www/tianhe_cbdpsq/subwayazx/,,,1.0,1.0
www/tianhe_cbdpsq/t/,,,1.0,1.0
www/tianhe_ceshi/subway/,1.0,1.0,1.0,1.0
www/tianhe_changban/,,,1.0,1.0
www/tianhe_chebei/,1.0,1.0,3.0,3.0
www/tianhe_dongguanzhuang/,1.0,1.0,,
www/tianhe_dongpu/,,,1.0,1.0
www/tianhe_dongpu/as/,,,1.0,1.0
www/tianhe_dongpu/bd/,,,1.0,1.0
www/tianhe_dongpu/d/,1.0,1.0,,
www/tianhe_gangding/,3.0,3.0,1.0,1.0
www/tianhe_gangdingsq/,1.0,1.0,4.0,4.0
www/tianhe_gangdingsq/azx/,,,1.0,1.0
www/tianhe_gangdingsq/bcu/,,,1.0,1.0
www/tianhe_gangdingsq/zx/,,,1.0,1.0
www/tianhe_guangzhoudadaozhong/,,,3.0,3.0
www/tianhe_huajingxincheng/,,,3.0,3.0
www/tianhe_huaminglu/,,,2.0,2.0
www/tianhe_huangcun/,,,1.0,1.0
www/tianhe_huangcunsq/,1.0,1.0,3.0,3.0
www/tianhe_huangcunsq/a/,,,2.0,2.0
www/tianhe_huangpudadaonan/,,,2.0,2.0
www/tianhe_liede/,1.0,1.0,1.0,1.0
www/tianhe_linhesq/,1.0,1.0,2.0,2.0
www/tianhe_linhesq/b/,,,1.0,1.0
www/tianhe_longdong/,,,1.0,1.0
www/tianhe_longkouxi/,1.0,1.0,1.0,1.0
www/tianhe_qianjin/,,,2.0,2.0
www/tianhe_shipai/,2.0,2.0,,
www/tianhe_shtpjsq/,,,2.0,2.0
www/tianhe_shtpjsq/subway_ab/,,,1.0,1.0
www/tianhe_tangdong/,1.0,1.0,,
www/tianhe_tangdongsq/,1.0,1.0,5.0,5.0
www/tianhe_tangdongsq/abzx/,,,1.0,1.0
www/tianhe_tangdongsq/d/,,,1.0,1.0
www/tianhe_tangxia/,,,2.0,2.0
www/tianhe_tangxiasq/,1.0,1.0,5.0,5.0
www/tianhe_tangxiasq/a/,,,2.0,2.0
www/tianhe_thbtyzxsq/,12.0,12.0,39.0,38.0
www/tianhe_thbtyzxsq/a/,,,1.0,1.0
www/tianhe_thbtyzxsq/abd/,,,1.0,1.0
www/tianhe_thbtyzxsq/au/,,,2.0,2.0
www/tianhe_thbtyzxsq/b/,,,5.0,5.0
www/tianhe_thbtyzxsq/bd/,,,1.0,1.0
www/tianhe_thbtyzxsq/bt/,,,1.0,1.0
www/tianhe_thbtyzxsq/d/,,,2.0,2.0
www/tianhe_thbtyzxsq/fg/,,,1.0,1.0
www/tianhe_thbtyzxsq/o/,,,10.0,10.0
www/tianhe_thbtyzxsq/subwaya/,,,1.0,1.0
www/tianhe_thbtyzxsq/t/,,,1.0,1.0
www/tianhe_thbtyzxsq/zx/,,,1.0,1.0
www/tianhe_tianhebei/,4.0,4.0,4.0,4.0
www/tianhe_tianhedonglu/,3.0,3.0,2.0,2.0
www/tianhe_tianhekeyunzhan/,5.0,5.0,4.0,4.0
www/tianhe_tianhexiancun/,,,1.0,1.0
www/tianhe_tianyuan/,,,1.0,1.0
www/tianhe_tiyuxilu/,,,3.0,3.0
www/tianhe_tiyuzhongxin/,,,2.0,2.0
www/tianhe_wushan/,2.0,2.0,,
www/tianhe_wushansq/,1.0,1.0,3.0,3.0
www/tianhe_wushansq/bd/,,,1.0,1.0
www/tianhe_wushansq/d/,1.0,1.0,,
www/tianhe_xinghua/,,,1.0,1.0
www/tianhe_yuancun/,2.0,2.0,2.0,2.0
www/tianhe_yuancunerhenglu/,,,1.0,1.0
www/tianhe_yuancunsq/,2.0,2.0,2.0,2.0
www/tianhe_yuangang/,1.0,1.0,,
www/tianhe_yueken/,,,1.0,1.0
www/tianhe_zhangxing/,1.0,1.0,1.0,1.0
www/tianhe_zhangxing/dzx/,1.0,1.0,,
www/tianhe_zhiwuyuan/u/,,,1.0,1.0
www/tianhe_zhongshandadao/,,,1.0,1.0
www/tianhe_zhuji/,,,2.0,2.0
www/tianhe_zhujiangxincheng/,5.0,5.0,8.0,8.0
www/tianhe_zhujiangxincheng/ac/,1.0,1.0,,
www/tianhe_zhujiangxincheng/bdzx/,,,1.0,1.0
www/tianhe_zhujiangxincheng/o/,1.0,1.0,1.0,1.0
www/tianhe_zhujiangxinchengsq/,53.0,51.0,90.0,90.0
www/tianhe_zhujiangxinchengsq/a/,,,6.0,6.0
www/tianhe_zhujiangxinchengsq/ab/,,,2.0,2.0
www/tianhe_zhujiangxinchengsq/ab/o/,,,1.0,1.0
www/tianhe_zhujiangxinchengsq/abd/,,,1.0,1.0
www/tianhe_zhujiangxinchengsq/abzx/,,,1.0,1.0
www/tianhe_zhujiangxinchengsq/ai/,,,1.0,1.0
www/tianhe_zhujiangxinchengsq/au/,,,1.0,1.0
www/tianhe_zhujiangxinchengsq/b/,1.0,1.0,2.0,2.0
www/tianhe_zhujiangxinchengsq/b/o/,,,3.0,3.0
www/tianhe_zhujiangxinchengsq/bd/,,,2.0,2.0
www/tianhe_zhujiangxinchengsq/bdzx/,,,1.0,1.0
www/tianhe_zhujiangxinchengsq/bi/o/,,,1.0,1.0
www/tianhe_zhujiangxinchengsq/bt/o/,,,1.0,1.0
www/tianhe_zhujiangxinchengsq/d/,,,1.0,1.0
www/tianhe_zhujiangxinchengsq/o/,,,20.0,20.0
www/tianhe_zhujiangxinchengsq/subway_/,,,1.0,1.0
www/tianhe_zhujiangxinchengsq/subway_b/,,,1.0,1.0
www/tianhe_zhujiangxinchengsq/subwaya/,,,1.0,1.0
www/tianhe_zhujiangxinchengsq/subwayab/,,,1.0,1.0
www/tianhe_zhujiangxinchengsq/zx/,,,1.0,1.0
www/tianhe_zhujiangxinchengsq/zxfg/,,,1.0,1.0
www/tonglu_baijiang/,,,1.0,1.0
www/tonglu_fenshui/,,,2.0,2.0
www/tonglu_fuchunjiang/,,,1.0,1.0
www/tonglu_jiuxian/,,,2.0,2.0
www/tonglu_tongjun/,,,2.0,2.0
www/tongzhou/,73.0,70.0,167.0,162.0
www/tongzhou/a/,3.0,3.0,11.0,11.0
www/tongzhou/ab/,,,2.0,2.0
www/tongzhou/abdp/,,,1.0,1.0
www/tongzhou/abdtzx/,,,2.0,2.0
www/tongzhou/abtpi/,,,1.0,1.0
www/tongzhou/acu/,,,2.0,2.0
www/tongzhou/ad/,,,1.0,1.0
www/tongzhou/adzx/,,,1.0,1.0
www/tongzhou/afg/,,,1.0,1.0
www/tongzhou/au/,,,6.0,6.0
www/tongzhou/aut/,,,1.0,1.0
www/tongzhou/b/,,,7.0,7.0
www/tongzhou/bd/,1.0,1.0,3.0,3.0
www/tongzhou/bdt/,,,3.0,3.0
www/tongzhou/bp/,,,1.0,1.0
www/tongzhou/d/,,,4.0,4.0
www/tongzhou/dl/,,,1.0,1.0
www/tongzhou/fg/,,,3.0,3.0
www/tongzhou/l/,,,1.0,1.0
www/tongzhou/mn/,,,1.0,1.0
www/tongzhou/subway/,1.0,1.0,9.0,9.0
www/tongzhou/subway_/,,,3.0,3.0
www/tongzhou/subway_a/,,,1.0,1.0
www/tongzhou/subway_b/,,,2.0,2.0
www/tongzhou/subway_d/,,,1.0,1.0
www/tongzhou/subwayabd/,,,1.0,1.0
www/tongzhou/subwayabtl/,,,1.0,1.0
www/tongzhou/subwayb/,,,1.0,1.0
www/tongzhou/zx/,,,4.0,4.0
www/tongzhou_baliqiao/,1.0,1.0,3.0,3.0
www/tongzhou_beiguan/,4.0,4.0,4.0,4.0
www/tongzhou_beiguanhuandao/,1.0,1.0,3.0,3.0
www/tongzhou_beiguanhuandao/zx/,,,1.0,1.0
www/tongzhou_beiyuan/,1.0,1.0,2.0,2.0
www/tongzhou_chaoyangbeiyuan/,1.0,1.0,5.0,4.0
www/tongzhou_ciqu/,1.0,1.0,3.0,3.0
www/tongzhou_dongguan/,3.0,3.0,1.0,1.0
www/tongzhou_guoyuan/,,,1.0,1.0
www/tongzhou_huoxian/,,,2.0,2.0
www/tongzhou_jiukeshu/,17.0,16.0,9.0,9.0
www/tongzhou_linheli/,1.0,1.0,4.0,4.0
www/tongzhou_liyuan/,3.0,3.0,3.0,3.0
www/tongzhou_liyuanchengtie/,1.0,1.0,2.0,2.0
www/tongzhou_liyuansq/,1.0,1.0,6.0,6.0
www/tongzhou_liyuansq/au/,,,1.0,1.0
www/tongzhou_lucheng/,4.0,4.0,5.0,5.0
www/tongzhou_lucheng/subway/,1.0,1.0,1.0,1.0
www/tongzhou_luyuan/,3.0,3.0,7.0,7.0
www/tongzhou_majuqiao/,6.0,6.0,5.0,5.0
www/tongzhou_qiaozhuang/,,,2.0,2.0
www/tongzhou_tongzhoubeiyuan/,1.0,1.0,11.0,11.0
www/tongzhou_tongzhoubeiyuan/subway/,1.0,1.0,,
www/tongzhou_tongzhoubeiyuansq/,3.0,2.0,9.0,9.0
www/tongzhou_tongzhoubeiyuansq/a/,,,1.0,1.0
www/tongzhou_tongzhoubeiyuansq/b/,,,1.0,1.0
www/tongzhou_tongzhoubeiyuansq/d/,1.0,1.0,,
www/tongzhou_tongzhouqita/,18.0,18.0,17.0,16.0
www/tongzhou_tuqiao/,2.0,2.0,8.0,8.0
www/tongzhou_tuqiaosq/,5.0,5.0,11.0,11.0
www/tongzhou_tuqiaosq/b/,,,1.0,1.0
www/tongzhou_tuqiaosq/bzx/,,,1.0,1.0
www/tongzhou_tuqiaosq/d/,,,4.0,4.0
www/tongzhou_wuyihuayuan/,,,3.0,3.0
www/tongzhou_xinhuadajie/,7.0,7.0,7.0,7.0
www/tongzhou_xinhuadajiesq/,,,6.0,6.0
www/tongzhou_xinhuadajiesq/t/,,,1.0,1.0
www/tongzhou_yongshun/,,,2.0,2.0
www/tongzhou_yunhedajie/,14.0,14.0,12.0,12.0
www/tongzhou_yuqiao/,,,2.0,2.0
www/tongzhou_zhongcang/,2.0,2.0,2.0,2.0
www/tongzhou_zhongcang/zxl/,1.0,1.0,,
www/weituozhaofang/,4326.0,4286.0,2891.0,2862.0
www/weiyang_daguanyuan/,1.0,1.0,1.0,1.0
www/weiyang_erfuzhuang/b/,,,1.0,1.0
www/weiyang_erhuanbeilu/,,,1.0,1.0
www/weiyang_erhuanbeiludongduan/,,,1.0,1.0
www/weiyang_fangxincun/,,,1.0,1.0
www/weiyang_fengchengerlu/,,,1.0,1.0
www/weiyang_fengchengliulu/,1.0,1.0,,
www/weiyang_fengchengsilu/,,,1.0,1.0
www/weiyang_fengchengwulu/,1.0,1.0,,
www/weiyang_jingjijishukaifaqu/,,,1.0,1.0
www/weiyang_longshoucun/,,,1.0,1.0
www/weiyang_taihuabeilu/,,,1.0,1.0
www/weiyang_taiyuanlu/,1.0,1.0,,
www/weiyang_weibinlu/,,,1.0,1.0
www/weiyang_weiershibajie/,,,1.0,1.0
www/weiyang_weiyanglu/,,,1.0,1.0
www/weiyang_wenjinglu/,,,1.0,1.0
www/weiyang_xujiawan/,1.0,1.0,,
www/wenjiang/,1.0,1.0,,
www/wenjiang_hesheng/,,,1.0,1.0
www/wenjiang_liucheng/,,,2.0,2.0
www/wenjiang_nanxundadao/,,,1.0,1.0
www/wenjiang_wenjiangshouan/,,,1.0,1.0
www/wenjiang_yongsheng/,,,1.0,1.0
www/wuchang/,38.0,37.0,53.0,53.0
www/wuchang/a/,,,6.0,6.0
www/wuchang/a/o/,,,1.0,1.0
www/wuchang/ab/,,,2.0,2.0
www/wuchang/ab/o/,,,1.0,1.0
www/wuchang/abd/,,,1.0,1.0
www/wuchang/abi/,,,1.0,1.0
www/wuchang/b/,,,3.0,3.0
www/wuchang/b/o/,,,1.0,1.0
www/wuchang/bd/,,,1.0,1.0
www/wuchang/bu/,,,1.0,1.0
www/wuchang/d/,,,2.0,2.0
www/wuchang/fg/,,,1.0,1.0
www/wuchang/i/,,,1.0,1.0
www/wuchang/l/,,,1.0,1.0
www/wuchang/o/,,,15.0,15.0
www/wuchang/subway/,,,2.0,2.0
www/wuchang/subway_bd/,1.0,1.0,,
www/wuchang/subway_zxl/,1.0,1.0,,
www/wuchang/subwaya/,,,1.0,1.0
www/wuchang/subwayai/,,,1.0,1.0
www/wuchang/zx/,,,3.0,3.0
www/wuchang_dingziqiao/,3.0,3.0,,
www/wuchang_dongtingsq/,1.0,1.0,5.0,5.0
www/wuchang_dongtingsq/zx/,,,1.0,1.0
www/wuchang_fujiapo/,,,2.0,2.0
www/wuchang_hongshanguangchang/b/,,,1.0,1.0
www/wuchang_jiyuqiaosq/,1.0,1.0,4.0,4.0
www/wuchang_jiyuqiaosq/l/,2.0,2.0,,
www/wuchang_liangdao/,,,1.0,1.0
www/wuchang_meiyuanxiaoqu/,,,1.0,1.0
www/wuchang_nanhuhuayuan/,1.0,1.0,3.0,3.0
www/wuchang_shouyilu/,1.0,1.0,,
www/wuchang_shuiguohu/,2.0,2.0,1.0,1.0
www/wuchang_shuiguohu/b/,,,1.0,1.0
www/wuchang_simenkou/,,,1.0,1.0
www/wuchang_simenkousq/a/,,,1.0,1.0
www/wuchang_songzhulu/,1.0,1.0,,
www/wuchang_wuchanghuochezhan/,,,1.0,1.0
www/wuchang_wuchangqita/,,,1.0,1.0
www/wuchang_xinhe/,,,1.0,1.0
www/wuchang_xudong/,1.0,1.0,,
www/wuchang_xudongsq/,17.0,17.0,17.0,17.0
www/wuchang_xudongsq/a/,,,1.0,1.0
www/wuchang_xudongsq/b/,,,1.0,1.0
www/wuchang_xujiapeng/,2.0,2.0,1.0,1.0
www/wuchang_yuejiazuisq/,2.0,2.0,2.0,2.0
www/wuchang_yuejiazuisq/fg/,,,1.0,1.0
www/wuchang_zhongbeilu/,,,1.0,1.0
www/wuchang_zhongbeilu/b/,,,1.0,1.0
www/wuchang_zhongbeilusq/,13.0,13.0,21.0,21.0
www/wuchang_zhongbeilusq/subway_zxl/,,,1.0,1.0
www/wuchang_zhonghualu/,1.0,1.0,,
www/wuchang_zhongnanlu/subway/,1.0,1.0,,
www/wuchang_zhongnanlusq/,1.0,1.0,3.0,3.0
www/wuchang_zhongnanlusq/b/,,,2.0,2.0
www/wuchang_zhongnanlusq/subwayb/,,,1.0,1.0
www/wuchang_zhongnanlusq/zx/,,,1.0,1.0
www/wuhou/,31.0,30.0,56.0,53.0
www/wuhou/abdi/,,,1.0,1.0
www/wuhou/adzx/,,,1.0,1.0
www/wuhou/b/,,,6.0,6.0
www/wuhou/b/o/,,,2.0,2.0
www/wuhou/bd/,,,2.0,2.0
www/wuhou/bt/,,,1.0,1.0
www/wuhou/d/,,,2.0,2.0
www/wuhou/l/,,,2.0,2.0
www/wuhou/o/,,,5.0,5.0
www/wuhou/subway/,,,2.0,2.0
www/wuhou/subwayabdi/,,,1.0,1.0
www/wuhou/subwayabzx/,,,1.0,1.0
www/wuhou/subwayul/,1.0,1.0,,
www/wuhou/ti/,,,1.0,1.0
www/wuhou/zx/,,,3.0,3.0
www/wuhou/zx/o/,,,1.0,1.0
www/wuhou/zxi/,,,1.0,1.0
www/wuhou_gaoshengqiao/,1.0,1.0,,
www/wuhou_gaoshengqiaosq/,5.0,5.0,8.0,8.0
www/wuhou_gaoshengqiaosq/subwayafg/,,,1.0,1.0
www/wuhou_hangkonglusq/,9.0,9.0,6.0,6.0
www/wuhou_hangkonglusq/subway/,,,1.0,1.0
www/wuhou_hongpailousq/,1.0,1.0,6.0,6.0
www/wuhou_hongpailousq/au/,1.0,1.0,,
www/wuhou_hongpailousq/b/,,,1.0,1.0
www/wuhou_hongpailousq/subway/,,,1.0,1.0
www/wuhou_huochenanzhan/,1.0,1.0,,
www/wuhou_huochenanzhansq/,3.0,3.0,15.0,15.0
www/wuhou_jinhuaqiao/,,,2.0,2.0
www/wuhou_jitouqiao/,,,2.0,2.0
www/wuhou_jitouzhensq/,1.0,1.0,,
www/wuhou_jitouzhensq/adzx/,1.0,1.0,,
www/wuhou_jitouzhensq/au/,,,1.0,1.0
www/wuhou_kehuabeilusq/,1.0,1.0,,
www/wuhou_kehuabeilusq/b/,,,1.0,1.0
www/wuhou_moziqiao/,,,2.0,2.0
www/wuhou_moziqiaosq/,1.0,1.0,1.0,1.0
www/wuhou_moziqiaosq/subway_/,,,1.0,1.0
www/wuhou_neishuangnansq/,1.0,1.0,1.0,1.0
www/wuhou_neishuangnansq/a/,,,1.0,1.0
www/wuhou_tongxinlinsq/,5.0,5.0,5.0,5.0
www/wuhou_tongxinlinsq/bd/,,,1.0,1.0
www/wuhou_tongxinlinsq/fg/,,,1.0,1.0
www/wuhou_waishuangnansq/,,,4.0,4.0
www/wuhou_waishuangnansq/b/,,,1.0,1.0
www/wuhou_wangjianglu/,,,1.0,1.0
www/wuhou_wuhoucidajie/,1.0,1.0,,
www/wuhou_wuhoujitouqiao/,,,1.0,1.0
www/wuhou_xiaotianzhu/,,,2.0,2.0
www/wuhou_ximianqiao/,,,1.0,1.0
www/wuhou_ximianqiao/a/,,,1.0,1.0
www/wuhou_yulin/,,,1.0,1.0
www/wuqing_caozili/,,,1.0,1.0
www/wuqing_chenzui/,,,1.0,1.0
www/wuqing_dajianchang/,,,1.0,1.0
www/wuqing_dongmaquan/,1.0,1.0,,
www/wuqing_dongpuwa/,1.0,1.0,1.0,1.0
www/wuqing_hexiwu/,,,1.0,1.0
www/wuqing_meichang/,,,1.0,1.0
www/wuqing_sicundian/,,,1.0,1.0
www/wuqing_wangqingtuo/,1.0,1.0,,
www/wuqing_wuqingchengguan/,,,1.0,1.0
www/wuqing_wuqingshigezhuang/,,,1.0,1.0
www/wuqing_xiazhuzhuang/,,,1.0,1.0
www/wuqing_yangcun/,,,1.0,1.0
www/www/,,,1.0,1.0
www/xiacheng/,3.0,3.0,16.0,16.0
www/xiacheng/a/,,,4.0,4.0
www/xiacheng/a/o/,,,1.0,1.0
www/xiacheng/ab/,,,5.0,5.0
www/xiacheng/abzx/,,,2.0,2.0
www/xiacheng/acuzx/,,,1.0,1.0
www/xiacheng/ai/,,,1.0,1.0
www/xiacheng/azx/,,,1.0,1.0
www/xiacheng/b/,,,3.0,3.0
www/xiacheng/b/o/,,,2.0,2.0
www/xiacheng/d/,,,3.0,3.0
www/xiacheng/d/o/,,,1.0,1.0
www/xiacheng/fg/,,,3.0,3.0
www/xiacheng/l/,,,2.0,2.0
www/xiacheng/o/,,,4.0,4.0
www/xiacheng/subway/,,,2.0,2.0
www/xiacheng/subwayb/,,,1.0,1.0
www/xiacheng/subwayd/,,,1.0,1.0
www/xiacheng/zx/,,,1.0,1.0
www/xiacheng/zxi/,,,1.0,1.0
www/xiacheng_baijingfangxiang/,,,1.0,1.0
www/xiacheng_changhesq/,,,1.0,1.0
www/xiacheng_changyunlu/,,,1.0,1.0
www/xiacheng_chaoming/,1.0,1.0,,
www/xiacheng_daguansq/,,,2.0,2.0
www/xiacheng_daguansq/zx/,1.0,1.0,,
www/xiacheng_datieguan/,,,2.0,2.0
www/xiacheng_dongxin/,,,1.0,1.0
www/xiacheng_genshan/,,,1.0,1.0
www/xiacheng_huanchengbeilu/,,,1.0,1.0
www/xiacheng_huilonglu/zx/,,,1.0,1.0
www/xiacheng_jianguobeilu/,,,1.0,1.0
www/xiacheng_jianguolu/,1.0,1.0,,
www/xiacheng_puyansq/,,,1.0,1.0
www/xiacheng_qingyunjie/,,,1.0,1.0
www/xiacheng_shenbanlu/,,,1.0,1.0
www/xiacheng_shiqiao/,,,1.0,1.0
www/xiacheng_tianshui/,1.0,1.0,,
www/xiacheng_tianshui/a/,2.0,2.0,,
www/xiacheng_wenhuilu/,,,1.0,1.0
www/xiacheng_xiachengdesheng/,,,1.0,1.0
www/xiacheng_xinhualu/,,,1.0,1.0
www/xiacheng_xinshijie/,,,2.0,2.0
www/xiacheng_zhaohui/,,,2.0,2.0
www/xiacheng_zhonglianlu/,,,1.0,1.0
www/xiao/,6.0,6.0,3.0,3.0
www/xiaoshan/,85.0,79.0,121.0,112.0
www/xiaoshan/a/,,,3.0,3.0
www/xiaoshan/a/o/,,,2.0,2.0
www/xiaoshan/ab/,,,3.0,3.0
www/xiaoshan/abc/,,,1.0,1.0
www/xiaoshan/abdzx/,,,1.0,1.0
www/xiaoshan/abtzx/,,,1.0,1.0
www/xiaoshan/abzxl/,,,1.0,1.0
www/xiaoshan/at/,,,1.0,1.0
www/xiaoshan/b/,,,12.0,11.0
www/xiaoshan/bdzx/,,,1.0,1.0
www/xiaoshan/bi/,,,1.0,1.0
www/xiaoshan/bzx/,,,1.0,1.0
www/xiaoshan/d/,,,4.0,4.0
www/xiaoshan/l/,,,1.0,1.0
www/xiaoshan/o/,,,3.0,3.0
www/xiaoshan/p/,,,1.0,1.0
www/xiaoshan/subway_/,,,1.0,1.0
www/xiaoshan/subwaya/,,,1.0,1.0
www/xiaoshan/t/,,,1.0,1.0
www/xiaoshan/zx/,,,2.0,2.0
www/xiaoshan_beigan/,,,2.0,2.0
www/xiaoshan_chengxiang/,1.0,1.0,,
www/xiaoshan_haoyuelu/,1.0,1.0,,
www/xiaoshan_honghuilu/,,,2.0,2.0
www/xiaoshan_kaifaqu/,,,1.0,1.0
www/xiaoshan_lihualu/,,,3.0,3.0
www/xiaoshan_liyilu/,1.0,1.0,,
www/xiaoshan_maoshenglu/,1.0,1.0,,
www/xiaoshan_ningweijiedao/,1.0,1.0,1.0,1.0
www/xiaoshan_qianjiangshijichengsq/,9.0,9.0,16.0,14.0
www/xiaoshan_qianjiangshijichengsq/a/,,,1.0,1.0
www/xiaoshan_qianjiangshijichengsq/d/,,,1.0,1.0
www/xiaoshan_qianjiangshijichengsq/zx/,,,1.0,1.0
www/xiaoshan_qidilu/,,,1.0,1.0
www/xiaoshan_renminguangchangsq/,,,4.0,4.0
www/xiaoshan_shixinbeilu/,,,2.0,2.0
www/xiaoshan_xianghu/,,,1.0,1.0
www/xiaoshan_xiaoshanfeijichangsq/,2.0,2.0,1.0,1.0
www/xiaoshan_xintang/,1.0,1.0,,
www/xiaoshan_xinyingxian/,,,1.0,1.0
www/xiaoshan_zhenninglu/,,,1.0,1.0
www/xiaoshan_zhenningluditiesq/,,,3.0,3.0
www/xicheng/,44.0,43.0,148.0,147.0
www/xicheng/a/,1.0,1.0,15.0,15.0
www/xicheng/a/o/,,,3.0,3.0
www/xicheng/abd/,,,3.0,3.0
www/xicheng/abdt/,,,1.0,1.0
www/xicheng/abt/,,,1.0,1.0
www/xicheng/abzx/,,,1.0,1.0
www/xicheng/abzxi/,,,2.0,2.0
www/xicheng/aces/,,,1.0,1.0
www/xicheng/ad/,,,1.0,1.0
www/xicheng/al/o/,,,1.0,1.0
www/xicheng/ap/,,,1.0,1.0
www/xicheng/at/,,,1.0,1.0
www/xicheng/au/,,,5.0,5.0
www/xicheng/aul/,,,1.0,1.0
www/xicheng/b/,1.0,1.0,11.0,11.0
www/xicheng/b/o/,,,3.0,3.0
www/xicheng/bd/,,,8.0,8.0
www/xicheng/bdi/,,,1.0,1.0
www/xicheng/bdt/,,,2.0,2.0
www/xicheng/bl/,,,1.0,1.0
www/xicheng/bu/,,,1.0,1.0
www/xicheng/bzx/,,,1.0,1.0
www/xicheng/d/,,,7.0,7.0
www/xicheng/dt/,,,1.0,1.0
www/xicheng/eus/,,,1.0,1.0
www/xicheng/fg/,,,1.0,1.0
www/xicheng/mn/,,,1.0,1.0
www/xicheng/o/,,,27.0,24.0
www/xicheng/p/,1.0,1.0,,
www/xicheng/subway/,,,6.0,6.0
www/xicheng/subway/o/,,,3.0,3.0
www/xicheng/subway_/,,,9.0,9.0
www/xicheng/subway_ab/,,,1.0,1.0
www/xicheng/subway_b/,,,2.0,2.0
www/xicheng/subwaya/,,,2.0,2.0
www/xicheng/subwayab/,,,2.0,2.0
www/xicheng/subwaybd/,,,1.0,1.0
www/xicheng/subwaybzx/,1.0,1.0,,
www/xicheng/subwayzx/,,,1.0,1.0
www/xicheng/t/,,,3.0,3.0
www/xicheng/zx/,,,1.0,1.0
www/xicheng_baiwanzhuang/,4.0,4.0,2.0,2.0
www/xicheng_chegongzhuang/,3.0,3.0,8.0,8.0
www/xicheng_chegongzhuang/subway_/,,,1.0,1.0
www/xicheng_chegongzhuang/subway_fgmn/,,,1.0,1.0
www/xicheng_deshengmen/,8.0,8.0,5.0,5.0
www/xicheng_deshengmen/b/,,,1.0,1.0
www/xicheng_deshengmensq/,1.0,1.0,8.0,8.0
www/xicheng_deshengmensq/a/,,,2.0,2.0
www/xicheng_deshengmensq/abd/,1.0,1.0,,
www/xicheng_deshengmensq/abzx/,,,1.0,1.0
www/xicheng_deshengmensq/au/,,,1.0,1.0
www/xicheng_deshengmensq/subway/,,,1.0,1.0
www/xicheng_dianmen/,,,4.0,4.0
www/xicheng_dianmensq/,,,2.0,2.0
www/xicheng_dianmensq/a/,,,1.0,1.0
www/xicheng_dianmensq/bd/,,,1.0,1.0
www/xicheng_dianmensq/subwayd/,,,1.0,1.0
www/xicheng_fuchengmen/,5.0,4.0,7.0,7.0
www/xicheng_fuxingmen/,1.0,1.0,3.0,3.0
www/xicheng_fuxingmen/subway_/,1.0,1.0,,
www/xicheng_fuxingmensq/,1.0,1.0,6.0,6.0
www/xicheng_guanyuan/,2.0,2.0,1.0,1.0
www/xicheng_houhai/,2.0,2.0,2.0,2.0
www/xicheng_jinrongjie/,18.0,17.0,18.0,18.0
