short_name	domain	short_name	url
头屯河	xj	乌鲁木齐	toutunhe
开发	xj	乌鲁木齐	kaifa
新市	xj	乌鲁木齐	xinshi
水磨沟	xj	乌鲁木齐	shuimogou
沙依巴克	xj	乌鲁木齐	shayibake
米东	xj	乌鲁木齐	midong
达坂城	xj	乌鲁木齐	dabancheng
乌尔禾	kelamayi	克拉玛依	wuerhe
克拉玛依区	kelamayi	克拉玛依	kelamayi
独山子	kelamayi	克拉玛依	dushanzi
白碱滩	kelamayi	克拉玛依	baijiantan
吐鲁番市	tulufan	吐鲁番	tulufan
托克逊	tulufan	吐鲁番	tuokexun
鄯善	tulufan	吐鲁番	shanshan
伊吾	hami	哈密	yiwu
哈密市	hami	哈密	hami
巴里坤	hami	哈密	balikun
于田	hetian	和田	yutian
和田县	hetian	和田	hetianxian
和田市	hetian	和田	hetian
墨玉	hetian	和田	moyu
民丰	hetian	和田	minfeng
洛浦	hetian	和田	luopu
皮山	hetian	和田	pishan
策勒	hetian	和田	cele
乌什	akesu	阿克苏	wushen
库车	akesu	阿克苏	kuche
拜城	akesu	阿克苏	baicheng
新和	akesu	阿克苏	xinhe
柯坪	akesu	阿克苏	keping
沙雅	akesu	阿克苏	shaya
温宿	akesu	阿克苏	wensu
阿克苏市	akesu	阿克苏	akesu
阿瓦提	akesu	阿克苏	awati
伽师	kashi	喀什	jiashi
叶城	kashi	喀什	yecheng
喀什市	kashi	喀什	kashi
塔什库尔	kashi	喀什	tashikuer
岳普湖	kashi	喀什	yuepuhu
巴楚	kashi	喀什	bachu
泽普	kashi	喀什	zepu
疏勒	kashi	喀什	shule
疏附	kashi	喀什	shufu
英吉沙	kashi	喀什	yingjisha
莎车	kashi	喀什	shache
麦盖提	kashi	喀什	maigaiti
乌恰	kezilesu	克孜勒苏	wuqia
阿克陶	kezilesu	克孜勒苏	aketao
阿合奇	kezilesu	克孜勒苏	aheqi
阿图什	kezilesu	克孜勒苏	atushi
且末	bayinguoleng	巴音郭楞	qiemo
博湖	bayinguoleng	巴音郭楞	bohu
和硕	bayinguoleng	巴音郭楞	heshuo
和静	bayinguoleng	巴音郭楞	hejing
尉犁	bayinguoleng	巴音郭楞	weili
库尔勒	bayinguoleng	巴音郭楞	kuerle
焉耆	bayinguoleng	巴音郭楞	yanqi
若羌	bayinguoleng	巴音郭楞	ruoqiang
轮台	bayinguoleng	巴音郭楞	luntai
吉木萨尔	changji	昌吉	jimusaer
呼图壁	changji	昌吉	hutubi
奇台	changji	昌吉	qitai
昌吉市	changji	昌吉	changji
木垒	changji	昌吉	mulei
玛纳斯	changji	昌吉	manasi
米泉	changji	昌吉	miquan
阜康	changji	昌吉	fukang
博乐	boertala	博尔塔拉	bole
温泉	boertala	博尔塔拉	wenquan
精河	boertala	博尔塔拉	jinghe
伊宁	yili	伊犁	yining
奎屯	yili	伊犁	kuitun
察布	yili	伊犁	chabu
尼勒克	yili	伊犁	nileke
巩留	yili	伊犁	gongliu
新源	yili	伊犁	xinyuan
昭苏	yili	伊犁	zhaosu
特克斯	yili	伊犁	tekesi
霍城	yili	伊犁	huocheng
乌苏	tacheng	塔城	wusu
和布克赛尔	tacheng	塔城	hebukesaier
塔城市	tacheng	塔城	tacheng
托里	tacheng	塔城	tuoli
沙湾	tacheng	塔城	shawan
裕民	tacheng	塔城	yumin
额敏	tacheng	塔城	emin
吉木乃	aletai	阿勒泰	jimunai
哈巴河	aletai	阿勒泰	habahe
富蕴	aletai	阿勒泰	fuyun
布尔津	aletai	阿勒泰	buerjin
福海	aletai	阿勒泰	fuhai
阿勒泰市	aletai	阿勒泰	aletai
青河	aletai	阿勒泰	qinghe
东城	shihezi	石河子	dongcheng
北泉	shihezi	石河子	beiquan
向阳	shihezi	石河子	xiangyang
新城	shihezi	石河子	xincheng
石河子乡	shihezi	石河子	shihezixiang
红山	shihezi	石河子	hongshan
老街	shihezi	石河子	laojie
城关	xz	拉萨	chengguan
堆龙德庆	xz	拉萨	duilongdeqing
墨竹工卡	xz	拉萨	mozhugongka
尼木	xz	拉萨	nimu
当雄	xz	拉萨	dangxiong
曲水	xz	拉萨	qushui
林周	xz	拉萨	linzhou
达孜	xz	拉萨	dazi
丁青	changdu	昌都	dingqing
八宿	changdu	昌都	baxiu
察雅	changdu	昌都	chaya
左贡	changdu	昌都	zuogong
昌都县	changdu	昌都	changduxian
江达	changdu	昌都	jiangda
洛隆	changdu	昌都	luolong
类乌齐	changdu	昌都	leiwuqi
芒康	changdu	昌都	mangkang
贡觉	changdu	昌都	gongjiao
边坝	changdu	昌都	bianba
乃东	shannan	山南	naidong
加查	shannan	山南	jiacha
扎囊	shannan	山南	zhanang
措美	shannan	山南	cuomei
曲松	shannan	山南	qusong
桑日	shannan	山南	sangri
洛扎	shannan	山南	luozha
浪卡子	shannan	山南	langkazi
琼结	shannan	山南	qiongjie
贡嘎	shannan	山南	gongga
错那	shannan	山南	cuona
隆子	shannan	山南	longzi
亚东	rikaze	日喀则	yadong
仁布	rikaze	日喀则	renbu
仲巴	rikaze	日喀则	zhongba
南木林	rikaze	日喀则	nanmulin
吉隆	rikaze	日喀则	jilong
定日	rikaze	日喀则	dingri
定结	rikaze	日喀则	dingjie
岗巴	rikaze	日喀则	gangba
康马	rikaze	日喀则	kangma
拉孜	rikaze	日喀则	lazi
日喀则市	rikaze	日喀则	rikazeshi
昂仁	rikaze	日喀则	angren
江孜	rikaze	日喀则	jiangzi
白朗	rikaze	日喀则	bailang
聂拉木	rikaze	日喀则	nielamu
萨嘎	rikaze	日喀则	saga
萨迦	rikaze	日喀则	sajia
谢通门	rikaze	日喀则	xietongmen
双湖	naqu	那曲	shuanghu
嘉黎	naqu	那曲	jiali
安多	naqu	那曲	anduo
尼玛	naqu	那曲	nima
巴青	naqu	那曲	baqing
比如	naqu	那曲	biru
班戈	naqu	那曲	bange
申扎	naqu	那曲	anzha
索县	naqu	那曲	suoxian
聂荣	naqu	那曲	nierong
那曲县	naqu	那曲	naquxian
噶尔	ali	阿里	gaer
措勤	ali	阿里	cuoqin
改则	ali	阿里	gaize
日土	ali	阿里	ritu
普兰	ali	阿里	pulan
札达	ali	阿里	zhada
革吉	ali	阿里	geji
墨脱	linzhi	林芝	motuo
察隅	linzhi	林芝	chayu
工布江达	linzhi	林芝	gongbujiangda
朗县	linzhi	林芝	langxian
林芝县	linzhi	林芝	linzhixian
波密	linzhi	林芝	bomi
米林	linzhi	林芝	milin
乐昌	shaoguan	韶关	lechang
乳源	shaoguan	韶关	ruyuan
仁化	shaoguan	韶关	renhua
南雄	shaoguan	韶关	nanxiong
始兴	shaoguan	韶关	shixing
新丰	shaoguan	韶关	xinfeng
曲江	shaoguan	韶关	qujiang
武江	shaoguan	韶关	wujiang
浈江	shaoguan	韶关	zhenjiang
翁源	shaoguan	韶关	wengyuan
吴川	zhanjiang	湛江	wuchuan
坡头	zhanjiang	湛江	potou
廉江	zhanjiang	湛江	lianjiang
开发区	zhanjiang	湛江	kaifaqu
徐闻	zhanjiang	湛江	xuwen
赤坎	zhanjiang	湛江	chikan
遂溪	zhanjiang	湛江	suixi
雷州	zhanjiang	湛江	leizhou
霞山	zhanjiang	湛江	xiashan
麻章	zhanjiang	湛江	mazhang
四会	zhaoqing	肇庆	sihui
封开	zhaoqing	肇庆	fengkai
广宁	zhaoqing	肇庆	guangning
德庆	zhaoqing	肇庆	deqing
怀集	zhaoqing	肇庆	huaiji
端州	zhaoqing	肇庆	duanzhou
高要	zhaoqing	肇庆	gaoyao
鼎湖	zhaoqing	肇庆	dinghu
丰顺	meizhou	梅州	fengshun
五华	meizhou	梅州	wuhua
兴宁	meizhou	梅州	xingning
大埔	meizhou	梅州	dapu
平远	meizhou	梅州	pingyuan
梅县	meizhou	梅州	meixian
梅江	meizhou	梅州	meijiang
蕉岭	meizhou	梅州	jiaoling
城区	shanwei	汕尾	chengqu
海丰	shanwei	汕尾	haifeng
陆丰	shanwei	汕尾	lufeng
陆河	shanwei	汕尾	luhe
东源	heyuan	河源	dongyuan
和平	heyuan	河源	heping
源城	heyuan	河源	yuancheng
紫金	heyuan	河源	zijin
连平	heyuan	河源	lianping
龙川	heyuan	河源	longchuan
江城	yangjiang	阳江	jiangcheng
阳东	yangjiang	阳江	yangdong
阳春	yangjiang	阳江	yangchun
阳西	yangjiang	阳江	yangxi
佛冈	qingyuan	清远	fogang
清城	qingyuan	清远	qingcheng
清新	qingyuan	清远	qingxin
英德	qingyuan	清远	yingde
连南	qingyuan	清远	liannan
连山	qingyuan	清远	lianshan
连州	qingyuan	清远	lianzhou
阳山	qingyuan	清远	yangshan
湘桥	chaozhou	潮州	xiangqiao
潮安	chaozhou	潮州	chaoan
饶平	chaozhou	潮州	raoping
惠来	jieyang	揭阳	huilai
揭东	jieyang	揭阳	jiedong
揭西	jieyang	揭阳	jiexi
普宁	jieyang	揭阳	puning
榕城	jieyang	揭阳	rongcheng
云城	yunfu	云浮	yuncheng
云安	yunfu	云浮	yunan
新兴	yunfu	云浮	xinxing
罗定	yunfu	云浮	luoding
郁南	yunfu	云浮	yvnan
东区	panzhihua	攀枝花	dongqu
仁和	panzhihua	攀枝花	renhe
盐边	panzhihua	攀枝花	yanbian
米易	panzhihua	攀枝花	miyi
西区	panzhihua	攀枝花	xiqu
元坝	guangyuan	广元	yuanba
剑阁	guangyuan	广元	jiange
市中	guangyuan	广元	shizhong
旺苍	guangyuan	广元	wangcang
朝天	guangyuan	广元	chaotian
苍溪	guangyuan	广元	cangxi
青川	guangyuan	广元	qingchuan
大英	suining	遂宁	daying
安居	suining	遂宁	anju
射洪	suining	遂宁	shehong
船山	suining	遂宁	chuanshan
蓬溪	suining	遂宁	pengxi
东兴	neijiang	内江	dongxing
威远	neijiang	内江	weiyuan
市中	neijiang	内江	shizhong
资中	neijiang	内江	zizhong
隆昌	neijiang	内江	longchang
华蓥	guangan	广安	huaying
岳池	guangan	广安	yuechi
广安区	guangan	广安	guangan
广安城北	guangan	广安	guanganchengbei
广安城南	guangan	广安	guanganchengnan
武胜	guangan	广安	wusheng
邻水	guangan	广安	linshui
东坡	meishan	眉山	dongpo
丹棱	meishan	眉山	danleng
仁寿	meishan	眉山	renshou
彭山	meishan	眉山	pengshan
洪雅	meishan	眉山	hongya
青神	meishan	眉山	qingshen
名山	yaan	雅安	mingshan
天全	yaan	雅安	tianquan
宝兴	yaan	雅安	baoxing
汉源	yaan	雅安	hanyuan
石棉	yaan	雅安	shimian
芦山	yaan	雅安	lushan
荥经	yaan	雅安	yingjing
雨城	yaan	雅安	yucheng
南江	bazhong	巴中	nanjiang
巴州	bazhong	巴中	bazhou
平昌	bazhong	巴中	pingchang
通江	bazhong	巴中	tongjiang
乐至	ziyang	资阳	lezhi
安岳	ziyang	资阳	anyue
简阳	ziyang	资阳	jianyang
雁江	ziyang	资阳	yanjiang
九寨沟	aba	阿坝	jiuzhaigou
壤塘	aba	阿坝	rangtang
小金	aba	阿坝	xiaojin
松潘	aba	阿坝	songpan
汶川	aba	阿坝	wenchuan
理县	aba	阿坝	lixian
红原	aba	阿坝	hongyuan
若尔盖	aba	阿坝	ruoergai
茂县	aba	阿坝	maoxian
金川	aba	阿坝	jinchuan
阿坝县	aba	阿坝	aba
马尔康	aba	阿坝	maerkang
黑水	aba	阿坝	heishui
丹巴	ganzi	甘孜	danba
九龙	ganzi	甘孜	jiulong
乡城	ganzi	甘孜	xiangcheng
巴塘	ganzi	甘孜	batang
康定	ganzi	甘孜	kangding
得荣	ganzi	甘孜	derong
德格	ganzi	甘孜	dege
新龙	ganzi	甘孜	xinlong
泸定	ganzi	甘孜	luding
炉霍	ganzi	甘孜	luhuo
理塘	ganzi	甘孜	litang
甘孜县	ganzi	甘孜	ganzi
白玉	ganzi	甘孜	baiyu
石渠	ganzi	甘孜	shiqu
稻城	ganzi	甘孜	daocheng
色达	ganzi	甘孜	seda
道孚	ganzi	甘孜	daofu
雅江	ganzi	甘孜	yajiang
云和	lishui	丽水	yunhe
庆元	lishui	丽水	qingyuan
景宁	lishui	丽水	jingning
松阳	lishui	丽水	songyang
缙云	lishui	丽水	jinyun
莲都	lishui	丽水	liandu
遂昌	lishui	丽水	suichang
青田	lishui	丽水	pingtian
龙泉	lishui	丽水	longquan
南芬	benxi	本溪	nanfen
平山	benxi	本溪	pingshan
明山	benxi	本溪	mingshan
本溪县	benxi	本溪	benxi
桓仁	benxi	本溪	huanren
溪湖	benxi	本溪	xihu
太平	fuxin	阜新	taiping
彰武	fuxin	阜新	zhangwu
新邱	fuxin	阜新	xinqiu
海州	fuxin	阜新	haizhou
清河门	fuxin	阜新	qinghemen
细河	fuxin	阜新	xihe
阜新县	fuxin	阜新	fuxin
开原	tieling	铁岭	kaiyuan
昌图	tieling	铁岭	changtu
清河	tieling	铁岭	qinghe
西丰	tieling	铁岭	xifeng
调兵山	tieling	铁岭	diaobingshan
铁岭县	tieling	铁岭	tieling
银州	tieling	铁岭	yinzhou
凌源	chaoyang	朝阳市	lingyuan
北票	chaoyang	朝阳市	beipiao
双塔	chaoyang	朝阳市	shuangta
喀喇沁左翼	chaoyang	朝阳市	kalaqinzuoyi
建平	chaoyang	朝阳市	jianping
朝阳县	chaoyang	朝阳市	chaoyang
龙城	chaoyang	朝阳市	longcheng
丹徒	zhenjiang	镇江	dantu
丹阳	zhenjiang	镇江	danyang
京口	zhenjiang	镇江	jingkou
句容	zhenjiang	镇江	jurong
扬中	zhenjiang	镇江	yangzhong
润州	zhenjiang	镇江	runzhou
镇江新区	zhenjiang	镇江	zhenjiangxinqu
兴化	jstaizhou	泰州	xinghua
姜堰	jstaizhou	泰州	jiangyan
泰兴	jstaizhou	泰州	taixing
海陵	jstaizhou	泰州	hailing
靖江	jstaizhou	泰州	jingjiang
高港	jstaizhou	泰州	gaogang
宿城区	suqian	宿迁	suchengqu
宿豫	suqian	宿迁	suyu
沭阳	suqian	宿迁	shuyang
泗洪	suqian	宿迁	sihong
泗阳	suqian	宿迁	siyang
兰考	kaifeng	开封	lankao
尉氏	kaifeng	开封	weishi
开封县	kaifeng	开封	kaifeng
杞县	kaifeng	开封	qixian
禹王台	kaifeng	开封	yuwangtai
通许	kaifeng	开封	tongxu
金明	kaifeng	开封	jinming
顺河	kaifeng	开封	shunhe
鼓楼	kaifeng	开封	gulou
龙亭	kaifeng	开封	longting
华龙	puyang	濮阳	hualong
南乐	puyang	濮阳	nanle
台前	puyang	濮阳	taiqian
清丰	puyang	濮阳	qingfeng
濮阳县	puyang	濮阳	puyang
范县	puyang	濮阳	fanxian
高新	puyang	濮阳	gaoxin
禹州	xuchang	许昌	yuzhou
襄城	xuchang	许昌	xiangcheng
许昌县	xuchang	许昌	xuchang
鄢陵	xuchang	许昌	yanling
长葛	xuchang	许昌	zhangge
魏都	xuchang	许昌	weidou
义马	sanmenxia	三门峡	yima
卢氏	sanmenxia	三门峡	lushi
渑池	sanmenxia	三门峡	mianchi
湖滨	sanmenxia	三门峡	hubin
灵宝	sanmenxia	三门峡	lingbao
陕县	sanmenxia	三门峡	shanxian
夏邑	shangqiu	商丘	xiayi
宁陵	shangqiu	商丘	ningling
柘城	shangqiu	商丘	zhecheng
梁园	shangqiu	商丘	liangyuan
民权	shangqiu	商丘	minquan
永城	shangqiu	商丘	yongcheng
睢县	shangqiu	商丘	suixian
睢阳	shangqiu	商丘	suiyang
虞城	shangqiu	商丘	yucheng
光山	xinyang	信阳	guangshan
商城	xinyang	信阳	shangcheng
固始	xinyang	信阳	gushi
平桥	xinyang	信阳	pingqiao
息县	xinyang	信阳	xixian
新县	xinyang	信阳	xinxian
浉河	xinyang	信阳	shihe
淮滨	xinyang	信阳	huaibin
潢川	xinyang	信阳	huangchuan
罗山	xinyang	信阳	luoshan
商水	zhoukou	周口	shangshui
太康	zhoukou	周口	taikang
川汇	zhoukou	周口	chuanhui
扶沟	zhoukou	周口	fugou
沈丘	zhoukou	周口	shenqiu
淮阳	zhoukou	周口	huaiyang
西华	zhoukou	周口	xihua
郸城	zhoukou	周口	dancheng
项城	zhoukou	周口	xiangcheng
鹿邑	zhoukou	周口	luyi
上蔡	zhumadian	驻马店	shangcai
平舆	zhumadian	驻马店	pingyu
新蔡	zhumadian	驻马店	xincai
正阳	zhumadian	驻马店	zhengyang
汝南	zhumadian	驻马店	runan
泌阳	zhumadian	驻马店	miyang
确山	zhumadian	驻马店	queshan
西平	zhumadian	驻马店	xiping
遂平	zhumadian	驻马店	suiping
驿城	zhumadian	驻马店	yicheng
勃利	qitaihe	七台河	boli
新兴	qitaihe	七台河	xinxing
桃山	qitaihe	七台河	taoshan
茄子河	qitaihe	七台河	qiezihe
东宁	mudanjiang	牡丹江	dongning
东安	mudanjiang	牡丹江	dongan
宁安	mudanjiang	牡丹江	ningan
林口	mudanjiang	牡丹江	linkou
海林	mudanjiang	牡丹江	hailin
爱民	mudanjiang	牡丹江	aimin
穆棱	mudanjiang	牡丹江	muleng
绥芬河	mudanjiang	牡丹江	suifenhe
西安	mudanjiang	牡丹江	xian
阳明	mudanjiang	牡丹江	yangming
加格达奇	daxinganling	大兴安岭	jiagedaqi
呼中	daxinganling	大兴安岭	huzhong
呼玛	daxinganling	大兴安岭	huma
塔河	daxinganling	大兴安岭	tahe
新林	daxinganling	大兴安岭	xinlin
松岭	daxinganling	大兴安岭	songling
漠河	daxinganling	大兴安岭	mohe
任城	jining	济宁	rencheng
兖州	jining	济宁	yanzhou
嘉祥	jining	济宁	jiaxiang
市中	jining	济宁	shizhong
微山	jining	济宁	weishan
曲阜	jining	济宁	qufu
梁山	jining	济宁	liangshan
汶上	jining	济宁	wenshang
泗水	jining	济宁	sishui
邹城	jining	济宁	zoucheng
金乡	jining	济宁	jinxiang
鱼台	jining	济宁	yutai
东平	taian	泰安	dongping
宁阳	taian	泰安	ningyang
岱岳	taian	泰安	daiyue
新泰	taian	泰安	xintai
泰山	taian	泰安	taishan
肥城	taian	泰安	feicheng
东港	rizhao	日照	donggang
五莲	rizhao	日照	wulian
岚山	rizhao	日照	lanshan
莒县	rizhao	日照	juxian
临沭	linyi	临沂	linshu
临港	linyi	临沂	lingangqu
兰山	linyi	临沂	lanshan
北城新区	linyi	临沂	beichengxinqu
平邑	linyi	临沂	pingyi
开发区	linyi	临沂	kaifaqu
沂南	linyi	临沂	yinan
沂水	linyi	临沂	yishui
河东	linyi	临沂	hedong
罗庄	linyi	临沂	luozhuang
苍山	linyi	临沂	cangshan
莒南	linyi	临沂	junan
蒙阴	linyi	临沂	mengyin
费县	linyi	临沂	feixian
郯城	linyi	临沂	tancheng
高新区	linyi	临沂	gaoxinqu
临邑	dezhou	德州	linyi
乐陵	dezhou	德州	leling
夏津	dezhou	德州	xiajin
宁津	dezhou	德州	ningjin
平原	dezhou	德州	pingyuan
庆云	dezhou	德州	qingyun
德城	dezhou	德州	decheng
武城	dezhou	德州	wucheng
禹城	dezhou	德州	yucheng
陵县	dezhou	德州	lingxian
齐河	dezhou	德州	qihe
东昌府	liaocheng	聊城	dongchangfu
东阿	liaocheng	聊城	donga
临清	liaocheng	聊城	linqing
冠县	liaocheng	聊城	guanxian
茌平	liaocheng	聊城	chiping
莘县	liaocheng	聊城	shenxian
阳谷	liaocheng	聊城	yanggu
高唐	liaocheng	聊城	gaotang
八公山	huainan	淮南	bagongshan
凤台	huainan	淮南	fengtai
大通	huainan	淮南	datong
潘集	huainan	淮南	panji
田家庵	huainan	淮南	tianjiaan
谢家集	huainan	淮南	xiejiaji
杜集	huaibei	淮北	duji
濉溪	huaibei	淮北	suixi
烈山	huaibei	淮北	lieshan
相山	huaibei	淮北	xiangshan
狮子山	tongling	铜陵	shizishan
郊区	tongling	铜陵	jiao
铜官山	tongling	铜陵	tongguanshan
铜陵县	tongling	铜陵	tonglingxian
休宁	huangshan	黄山	xiuning
屯溪	huangshan	黄山	tunxi
徽州	huangshan	黄山	huizhou
歙县	huangshan	黄山	xixian
祁门	huangshan	黄山	qimen
黄山区	huangshan	黄山	huangshan
黟县	huangshan	黄山	yixian
利辛	bozhou	亳州	lixin
涡阳	bozhou	亳州	woyang
蒙城	bozhou	亳州	mengcheng
谯城	bozhou	亳州	qiaocheng
东至	chizhou	池州	dongzhi
石台	chizhou	池州	shitai
贵池	chizhou	池州	guichi
青阳	chizhou	池州	qingyang
宁国	xuancheng	宣城	ningguo
宣州	xuancheng	宣城	xuanzhou
广德	xuancheng	宣城	guangde
旌德	xuancheng	宣城	jingde
泾县	xuancheng	宣城	jingxian
绩溪	xuancheng	宣城	jixi
郎溪	xuancheng	宣城	langxi
合浦	beihai	北海	hepu
海城	beihai	北海	haicheng
铁山港	beihai	北海	tieshangang
银海	beihai	北海	yinhai
上思	fangchenggang	防城港	shangsi
东兴	fangchenggang	防城港	dongxing
港口	fangchenggang	防城港	gangkou
防城	fangchenggang	防城港	fangcheng
八步	hezhou	贺州	babu
富川	hezhou	贺州	fuchuan
昭平	hezhou	贺州	zhaoping
钟山	hezhou	贺州	zhongshan
凭祥	chongzuo	崇左	pingxiang
大新	chongzuo	崇左	daxin
天等	chongzuo	崇左	tiandeng
宁明	chongzuo	崇左	ningming
扶绥	chongzuo	崇左	fusui
江州	chongzuo	崇左	jiangzhou
龙州	chongzuo	崇左	longzhou
东乌珠穆沁	xilinguole	锡林郭勒	dongwuzhumuqin
二连浩特	xilinguole	锡林郭勒	erlianhaote
多伦	xilinguole	锡林郭勒	duolun
太仆寺	xilinguole	锡林郭勒	taipusi
正蓝	xilinguole	锡林郭勒	zhenglan
正镶白	xilinguole	锡林郭勒	zhengxiangbai
苏尼特右	xilinguole	锡林郭勒	suniteyou
苏尼特左	xilinguole	锡林郭勒	sunitezuo
西乌珠穆沁	xilinguole	锡林郭勒	xiwuzhumuqin
锡林浩特	xilinguole	锡林郭勒	xilinhaote
镶黄	xilinguole	锡林郭勒	xianghuang
阿巴嘎	xilinguole	锡林郭勒	abaga
阿拉善右	alashan	阿拉善	alashanyou
阿拉善左	alashan	阿拉善	alashanzuo
额济纳	alashan	阿拉善	ejina
中阳	lvliang	吕梁	zhongyang
临县	lvliang	吕梁	linxian
交口	lvliang	吕梁	jiaokou
交城	lvliang	吕梁	jiaocheng
兴县	lvliang	吕梁	xingxian
孝义	lvliang	吕梁	xiaoyi
岚县	lvliang	吕梁	lanxian
文水	lvliang	吕梁	wenshui
方山	lvliang	吕梁	fangshan
柳林	lvliang	吕梁	liulin
汾阳	lvliang	吕梁	fenyang
石楼	lvliang	吕梁	shilou
离石	lvliang	吕梁	lishi
两当	longnan	陇南	liangdang
宕昌	longnan	陇南	dangchang
康县	longnan	陇南	kangxian
徽县	longnan	陇南	huixian
成县	longnan	陇南	chengxian
文县	longnan	陇南	wenxian
武都	longnan	陇南	wudou
礼县	longnan	陇南	lixian
西和	longnan	陇南	xihe
东乡	linxia	临夏	dongxiang
临夏市	linxia	临夏	linxia
和政	linxia	临夏	hezheng
广河	linxia	临夏	guanghe
康乐	linxia	临夏	kangle
永靖	linxia	临夏	yongjing
积石山	linxia	临夏	jishishan
临潭	gannan	甘南	lintan
卓尼	gannan	甘南	zhuoni
合作	gannan	甘南	hezuo
夏河	gannan	甘南	xiahe
玛曲	gannan	甘南	maqu
碌曲	gannan	甘南	luqu
舟曲	gannan	甘南	zhouqu
迭部	gannan	甘南	diebu
云梦	xiaogan	孝感	yunmeng
大悟	xiaogan	孝感	dawu
孝南	xiaogan	孝感	xiaonan
孝昌	xiaogan	孝感	xiaochang
安陆	xiaogan	孝感	anlu
应城	xiaogan	孝感	yingcheng
汉川	xiaogan	孝感	hanchuan
团风	huanggang	黄冈	tuanfeng
武穴	huanggang	黄冈	wuxue
浠水	huanggang	黄冈	xishui
红安	huanggang	黄冈	hongan
罗田	huanggang	黄冈	luotian
英山	huanggang	黄冈	yingshan
蕲春	huanggang	黄冈	qichun
麻城	huanggang	黄冈	macheng
黄州	huanggang	黄冈	huangzhou
黄梅	huanggang	黄冈	huangmei
咸安	xianning	咸宁	xianan
嘉鱼	xianning	咸宁	jiayu
崇阳	xianning	咸宁	chongyang
赤壁	xianning	咸宁	chibi
通城	xianning	咸宁	tongcheng
通山	xianning	咸宁	tongshan
广水	suizhou	随州	guangshui
曾都	suizhou	随州	cengdou
利川	enshi	恩施	lichuan
咸丰	enshi	恩施	xianfeng
宣恩	enshi	恩施	xuanen
巴东	enshi	恩施	badong
建始	enshi	恩施	jianshi
恩施市	enshi	恩施	enshi
来凤	enshi	恩施	laifeng
鹤峰	enshi	恩施	hefeng
九真	tianmen	天门	jiuzhen
佛子山	tianmen	天门	fozishan
候口	tianmen	天门	houkou
净潭	tianmen	天门	jingtan
卢市	tianmen	天门	lushi
多宝	tianmen	天门	duobao
多祥	tianmen	天门	duoxiang
小板	tianmen	天门	xiaoban
岳口	tianmen	天门	lekou
干驿	tianmen	天门	qianyi
张港	tianmen	天门	zhanggang
彭市	tianmen	天门	pengshi
拖市	tianmen	天门	tuoshi
杨林	tianmen	天门	yanglin
横林	tianmen	天门	henglin
汪场	tianmen	天门	wangchang
渔薪	tianmen	天门	yuxin
皂市	tianmen	天门	zaoshi
石河	tianmen	天门	shihe
竟陵	tianmen	天门	jingling
胡市	tianmen	天门	hushi
蒋场	tianmen	天门	jiangchang
马湾	tianmen	天门	mawan
麻洋	tianmen	天门	mayang
黄潭	tianmen	天门	huangtan
下谷平	shennongjia	神农架	xiaguoping
九湖	shennongjia	神农架	jiuhu
宋洛	shennongjia	神农架	songluo
新华	shennongjia	神农架	xinhua
木鱼	shennongjia	神农架	muyu
松柏	shennongjia	神农架	songbai
红坪	shennongjia	神农架	hongping
阳日	shennongjia	神农架	yangri
慈利	zhangjiajie	张家界	cili
桑植	zhangjiajie	张家界	sangzhi
武陵源	zhangjiajie	张家界	wulingyuan
永定	zhangjiajie	张家界	yongding
南县	yiyang	益阳	nanxian
安化	yiyang	益阳	anhua
桃江	yiyang	益阳	taojiang
沅江	yiyang	益阳	yuanjiang
资阳	yiyang	益阳	ziyang
赫山	yiyang	益阳	heshan
中方	huaihua	怀化	zhongfang
会同	huaihua	怀化	huitong
新晃	huaihua	怀化	xinhuang
沅陵	huaihua	怀化	yuanling
洪江	huaihua	怀化	hongjiang
溆浦	huaihua	怀化	xupu
芷江	huaihua	怀化	zhijiang
辰溪	huaihua	怀化	chenxi
通道	huaihua	怀化	tongdao
靖州	huaihua	怀化	jingzhou
鹤城	huaihua	怀化	hecheng
麻阳	huaihua	怀化	mayang
保靖	xiangxi	湘西	baojing
凤凰	xiangxi	湘西	fenghuang
古丈	xiangxi	湘西	guzhang
吉首	xiangxi	湘西	jishou
永顺	xiangxi	湘西	yongshun
泸溪	xiangxi	湘西	luxi
花垣	xiangxi	湘西	huayuan
龙山	xiangxi	湘西	longshan
东明	heze	菏泽	dongming
单县	heze	菏泽	danxian
定陶	heze	菏泽	dingtao
巨野	heze	菏泽	juye
成武	heze	菏泽	chengwu
曹县	heze	菏泽	caoxian
牡丹	heze	菏泽	mudan
郓城	heze	菏泽	yuncheng
鄄城	heze	菏泽	juancheng
大武口	shizuishan	石嘴山	dawukou
平罗	shizuishan	石嘴山	luoping
惠农	shizuishan	石嘴山	huinong
利通	wuzhong	吴忠	litong
同心	wuzhong	吴忠	tongxin
盐池	wuzhong	吴忠	yanchi
青铜峡	wuzhong	吴忠	qingtongxia
原州	guyuan	固原	yuanzhou
彭阳	guyuan	固原	pengyang
泾源	guyuan	固原	jingyuan
西吉	guyuan	固原	xiji
隆德	guyuan	固原	longde
中宁	zhongwei	中卫	zhongning
沙坡头	zhongwei	中卫	shapotou
海原	zhongwei	中卫	haiyuan
镜铁区	jiayuguan	嘉峪关	jingtie
长城区	jiayuguan	嘉峪关	changcheng
雄关区	jiayuguan	嘉峪关	xiongguan
