西安-西安-西安	碑林/未央/高新/莲湖/新城/雁塔
上海-闵行区-虹桥	金虹桥/静安新城/漕宝路/龙柏金汇/古美罗阳/梅陇
上海-闵行区-江川路	老闵行/颛桥/吴泾/马桥/春申/莘庄
上海-闵行区-航华	龙柏金汇/七宝/静安新城/漕宝路/虹桥/金虹桥
上海-闵行区-吴泾	老闵行/浦江/江川路/颛桥/春申/梅陇
上海-闵行区-静安新城	漕宝路/虹桥/龙柏金汇/金虹桥/古美罗阳/航华
上海-闵行区-颛桥	春申/老闵行/莘庄/古美罗阳/马桥/江川路
上海-闵行区-漕宝路	静安新城/虹桥/龙柏金汇/金虹桥/古美罗阳/航华
上海-闵行区-金虹桥	虹桥/静安新城/漕宝路/古美罗阳/龙柏金汇/梅陇
上海-闵行区-马桥	颛桥/莘庄/老闵行/江川路/春申/古美罗阳
上海-闵行区-华漕	航华/七宝/龙柏金汇/静安新城/漕宝路/虹桥
上海-闵行区-浦江	吴泾/老闵行/梅陇/江川路/春申/颛桥
上海-闵行区-龙柏金汇	航华/静安新城/漕宝路/虹桥/七宝/金虹桥
上海-闵行区-老闵行	江川路/颛桥/吴泾/春申/马桥/梅陇
上海-闵行区-莘庄	古美罗阳/漕宝路/静安新城/春申/颛桥/七宝
上海-闵行区-春申	梅陇/古美罗阳/颛桥/莘庄/漕宝路/静安新城
上海-长宁区-中山公园	周家桥/新华路/江苏路地铁/虹桥/上海影城/天山路
上海-长宁区-程家桥	动物园/北新泾/古北/仙霞新村/天山路/虹桥
上海-长宁区-古北	仙霞新村/天山路/虹桥/周家桥/程家桥/北新泾
上海-长宁区-仙霞新村	古北/天山路/周家桥/虹桥/北新泾/程家桥
上海-长宁区-上海影城	新华路/江苏路地铁/镇宁路/中山公园/虹桥/周家桥
上海-长宁区-天山路	仙霞新村/周家桥/古北/虹桥/中山公园/新华路
上海-长宁区-动物园	程家桥/北新泾/仙霞新村/古北/天山路/周家桥
上海-长宁区-北新泾	程家桥/动物园/仙霞新村/古北/天山路/周家桥
上海-长宁区-虹桥	周家桥/天山路/新华路/中山公园/古北/上海影城
上海-长宁区-周家桥	中山公园/天山路/虹桥/新华路/仙霞新村/古北
上海-长宁区-江苏路地铁	镇宁路/上海影城/新华路/中山公园/周家桥/虹桥
上海-长宁区-镇宁路	江苏路地铁/上海影城/新华路/中山公园/周家桥/虹桥
上海-长宁区-新华路	上海影城/中山公园/江苏路地铁/虹桥/镇宁路/周家桥
上海-杨浦区-黄兴	五角场/新华医院/控江路/周家嘴路/鞍山/杨浦公园
上海-杨浦区-鞍山	新华医院/周家嘴路/四平路/黄兴/复旦大学/五角场
上海-杨浦区-新华医院	周家嘴路/鞍山/黄兴/控江路/四平路/长阳路
上海-杨浦区-五角场	黄兴/复旦大学/新华医院/鞍山/中原/控江路
上海-杨浦区-四平路	鞍山/复旦大学/新华医院/周家嘴路/黄兴/五角场
上海-杨浦区-控江路	杨浦公园/长阳路/黄兴/周家嘴路/东外滩/平凉路
上海-杨浦区-复旦大学	四平路/鞍山/五角场/黄兴/新华医院/新江湾城
上海-杨浦区-平凉路	东外滩/杨浦大桥/长阳路/杨浦公园/控江路/长白新村
上海-杨浦区-中原	五角场/黄兴/长白新村/杨浦公园/控江路/长阳路
上海-杨浦区-东外滩	平凉路/长阳路/杨浦大桥/杨浦公园/控江路/长白新村
上海-杨浦区-长白新村	杨浦公园/平凉路/控江路/杨浦大桥/东外滩/长阳路
上海-杨浦区-长阳路	东外滩/控江路/杨浦公园/平凉路/周家嘴路/杨浦大桥
上海-杨浦区-新江湾城	复旦大学/五角场/黄兴/四平路/中原/鞍山
上海-杨浦区-杨浦大桥	平凉路/东外滩/长阳路/杨浦公园/长白新村/控江路
上海-杨浦区-周家嘴路	新华医院/鞍山/黄兴/控江路/长阳路/杨浦公园
上海-杨浦区-杨浦公园	控江路/长阳路/平凉路/东外滩/长白新村/黄兴
上海-卢湾区-新天地	复兴公园/打浦桥/五里桥/鲁班路/淮海中路/世博滨江
上海-卢湾区-世博滨江	五里桥/鲁班路/新天地/打浦桥/复兴公园/淮海中路
上海-卢湾区-打浦桥	复兴公园/鲁班路/淮海中路/新天地/五里桥/世博滨江
上海-卢湾区-复兴公园	淮海中路/打浦桥/新天地/鲁班路/五里桥/世博滨江
上海-卢湾区-鲁班路	打浦桥/五里桥/世博滨江/新天地/复兴公园/淮海中路
上海-卢湾区-五里桥	世博滨江/鲁班路/新天地/打浦桥/复兴公园/淮海中路
上海-卢湾区-淮海中路	复兴公园/打浦桥/新天地/鲁班路/五里桥/世博滨江
上海-奉贤区-庄行	西渡/南桥/柘林/金汇/海湾旅游区/海湾
上海-奉贤区-南桥	西渡/柘林/金汇/庄行/海湾旅游区/海湾
上海-奉贤区-金汇	南桥/西渡/海湾/柘林/海湾旅游区/庄行
上海-奉贤区-西渡	南桥/庄行/金汇/柘林/海湾旅游区/海湾
上海-奉贤区-奉城	海湾/海湾旅游区/金汇/柘林/南桥/西渡
上海-奉贤区-海湾旅游区	海湾/柘林/南桥/金汇/西渡/庄行
上海-奉贤区-柘林	南桥/海湾旅游区/海湾/西渡/庄行/金汇
上海-奉贤区-海湾	海湾旅游区/柘林/南桥/金汇/西渡/奉城
上海-金山区-金山新城	石化/金山卫/漕泾/亭林/金山中部/朱泾
上海-金山区-朱泾	金山中部/枫泾/亭林/金山卫/石化/金山新城
上海-金山区-枫泾	朱泾/金山中部/亭林/金山卫/石化/金山新城
上海-金山区-亭林	金山新城/金山卫/金山中部/石化/漕泾/朱泾
上海-金山区-金山中部	朱泾/亭林/金山卫/石化/金山新城/漕泾
上海-金山区-石化	金山卫/金山新城/漕泾/亭林/金山中部/朱泾
上海-金山区-漕泾	金山新城/石化/金山卫/亭林/金山中部/朱泾
上海-金山区-金山卫	石化/金山新城/亭林/漕泾/金山中部/朱泾
上海-嘉定区-安亭	新城/嘉定镇/菊园新区/嘉定城区/马陆/南翔
上海-嘉定区-嘉定城区	嘉定镇/菊园新区/新城/马陆/南翔/江桥
上海-嘉定区-嘉定镇	菊园新区/嘉定城区/新城/马陆/南翔/安亭
上海-嘉定区-新城	嘉定城区/嘉定镇/马陆/菊园新区/南翔/安亭
上海-嘉定区-马陆	新城/嘉定城区/嘉定镇/南翔/菊园新区/江桥
上海-嘉定区-丰庄	真新新村/江桥/南翔/马陆/新城/嘉定城区
上海-嘉定区-菊园新区	嘉定镇/嘉定城区/新城/马陆/南翔/安亭
上海-嘉定区-江桥	丰庄/南翔/真新新村/马陆/新城/嘉定城区
上海-嘉定区-南翔	江桥/马陆/丰庄/真新新村/新城/嘉定城区
上海-嘉定区-真新新村	丰庄/江桥/南翔/马陆/新城/嘉定城区
上海-青浦区-赵巷	重固/青浦北部/青浦新城/徐泾/白鹤/朱家角
上海-青浦区-朱家角	青浦新城/白鹤/重固/赵巷/青浦北部/徐泾
上海-青浦区-青浦北部	重固/赵巷/徐泾/白鹤/青浦新城/朱家角
上海-青浦区-重固	赵巷/青浦北部/白鹤/青浦新城/徐泾/朱家角
上海-青浦区-青浦新城	白鹤/重固/赵巷/朱家角/青浦北部/徐泾
上海-青浦区-白鹤	重固/青浦新城/赵巷/青浦北部/朱家角/徐泾
上海-青浦区-徐泾	青浦北部/赵巷/重固/白鹤/青浦新城/朱家角
上海-崇明县-崇明新城	城桥/崇明/堡镇/长兴岛/陈家镇/横沙岛
上海-崇明县-堡镇	长兴岛/陈家镇/崇明新城/城桥/崇明/横沙岛
上海-崇明县-陈家镇	横沙岛/长兴岛/堡镇/崇明新城/城桥/崇明
上海-崇明县-长兴岛	堡镇/陈家镇/横沙岛/崇明新城/城桥/崇明
上海-崇明县-城桥	崇明/崇明新城/堡镇/长兴岛/陈家镇/横沙岛
上海-崇明县-崇明	城桥/崇明新城/堡镇/长兴岛/陈家镇/横沙岛
上海-崇明县-横沙岛	陈家镇/长兴岛/堡镇/崇明新城/城桥/崇明
上海-宝山区-庙行	共康/通河新村/张庙/共富/泗塘/杨行
上海-宝山区-淞宝	东城区/友谊路/淞南/高境/通河西城区/泗塘
上海-宝山区-淞南	高境/东城区/泗塘/张庙/淞宝/友谊路
上海-宝山区-高境	淞南/泗塘/张庙/东城区/通河新村/共康
上海-宝山区-共富	庙行/通河新村/杨行/共康/张庙/泗塘
上海-宝山区-杨行	通河西城区/通河新村/共富/张庙/庙行/泗塘
上海-宝山区-友谊路	东城区/淞宝/通河西城区/淞南/泗塘/杨行
上海-宝山区-大华	大场/上大/共康/庙行/共富/顾村
上海-宝山区-共康	庙行/通河新村/张庙/共富/泗塘/杨行
上海-宝山区-张庙	泗塘/通河新村/庙行/共康/杨行/共富
上海-宝山区-上大	顾村/大场/大华/共富/共康/庙行
上海-宝山区-东城区	淞宝/友谊路/淞南/高境/泗塘/通河西城区
上海-宝山区-吴淞	大华/大场/上大/共康/庙行/顾村
上海-宝山区-泗塘	张庙/通河新村/庙行/共康/高境/杨行
上海-宝山区-通河新村	张庙/庙行/共康/泗塘/共富/杨行
上海-宝山区-通河西城区	杨行/友谊路/月浦/通河新村/泗塘/张庙
上海-宝山区-罗店	罗泾/顾村/上大/月浦/共富/大场
上海-宝山区-月浦	杨行/通河西城区/共富/通河新村/顾村/张庙
上海-宝山区-罗泾	罗店/顾村/月浦/上大/共富/杨行
上海-宝山区-顾村	上大/共富/大场/大华/庙行/共康
上海-宝山区-大场	大华/上大/共康/庙行/共富/顾村
上海-虹口区-四平路	临平路/曲阳路/鲁迅公园/北外滩/四川北路/周家嘴路
上海-虹口区-四川北路	鲁迅公园/四平路/北外滩/临平路/曲阳路/周家嘴路
上海-虹口区-大柏树	曲阳路/江湾/鲁迅公园/四平路/临平路/凉城
上海-虹口区-提篮桥	周家嘴路/和平公园/北外滩/临平路/四平路/曲阳路
上海-虹口区-江湾	大柏树/凉城/曲阳路/鲁迅公园/广中路/四平路
上海-虹口区-鲁迅公园	四平路/曲阳路/四川北路/大柏树/临平路/北外滩
上海-虹口区-周家嘴路	北外滩/临平路/和平公园/提篮桥/四平路/曲阳路
上海-虹口区-广中路	凉城/鲁迅公园/江湾/四川北路/大柏树/曲阳路
上海-虹口区-临平路	周家嘴路/北外滩/四平路/和平公园/曲阳路/提篮桥
上海-虹口区-曲阳路	大柏树/四平路/鲁迅公园/临平路/和平公园/周家嘴路
上海-虹口区-凉城	广中路/江湾/大柏树/鲁迅公园/曲阳路/四平路
上海-虹口区-和平公园	周家嘴路/临平路/提篮桥/北外滩/四平路/曲阳路
上海-虹口区-北外滩	周家嘴路/临平路/四平路/和平公园/提篮桥/四川北路
上海-闸北区-和田	闸北公园/共和新路/芷江西路/延长路/新客站/西藏北路
上海-闸北区-老北站	宝山路/西藏北路/和田/芷江西路/闸北公园/共和新路
上海-闸北区-宝山路	老北站/西藏北路/和田/闸北公园/芷江西路/共和新路
上海-闸北区-延长路	大宁路/共和新路/闸北公园/和田/芷江西路/新客站
上海-闸北区-新客站	芷江西路/天目西路/共和新路/和田/西藏北路/延长路
上海-闸北区-西藏北路	老北站/宝山路/芷江西路/和田/新客站/共和新路
上海-闸北区-彭浦	汶水路/大宁路/延长路/闸北公园/共和新路/和田
上海-闸北区-芷江西路	共和新路/和田/新客站/闸北公园/延长路/天目西路
上海-闸北区-大宁路	延长路/共和新路/闸北公园/汶水路/和田/芷江西路
上海-闸北区-闸北公园	共和新路/和田/延长路/芷江西路/大宁路/新客站
上海-闸北区-汶水路	彭浦/大宁路/延长路/闸北公园/共和新路/和田
上海-闸北区-天目西路	新客站/芷江西路/共和新路/延长路/和田/大宁路
上海-闸北区-共和新路	闸北公园/延长路/和田/芷江西路/大宁路/新客站
上海-静安区-北京西路	南京西路/江宁路/新闸路/静安寺/西康路/曹家渡
上海-静安区-曹家渡	西康路/静安寺/南京西路/江宁路/北京西路/新闸路
上海-静安区-南京西路	北京西路/江宁路/静安寺/新闸路/西康路/曹家渡
上海-静安区-江宁路	北京西路/南京西路/新闸路/西康路/静安寺/曹家渡
上海-静安区-新闸路	北京西路/江宁路/南京西路/西康路/静安寺/曹家渡
上海-静安区-静安寺	西康路/南京西路/江宁路/北京西路/新闸路/曹家渡
上海-静安区-西康路	静安寺/江宁路/南京西路/北京西路/新闸路/曹家渡
上海-南汇区-周浦	康桥/航头/新场/祝桥/惠南/泥城
上海-南汇区-泥城	临港新城/惠南/祝桥/新场/航头/周浦
上海-南汇区-新场	航头/周浦/康桥/惠南/祝桥/泥城
上海-南汇区-惠南	祝桥/泥城/新场/临港新城/航头/周浦
上海-南汇区-航头	周浦/康桥/新场/祝桥/惠南/泥城
上海-南汇区-临港新城	泥城/惠南/祝桥/新场/航头/周浦
上海-南汇区-康桥	周浦/航头/新场/祝桥/惠南/泥城
上海-南汇区-祝桥	惠南/新场/泥城/航头/临港新城/周浦
上海-徐汇区-湖南路	衡山路/徐家汇/交大/万体馆/淮海西路/肇嘉浜路
上海-徐汇区-漕宝路地铁	漕河泾/上海南站/万体馆/徐家汇/衡山路/上师大
上海-徐汇区-交大	徐家汇/淮海西路/衡山路/湖南路/万体馆/漕宝路地铁
上海-徐汇区-上海南站	漕河泾/华东理工/漕宝路地铁/上师大/凌云路/长桥
上海-徐汇区-长桥	植物园/上海南站/华东理工/华泾/漕宝路地铁/漕河泾
上海-徐汇区-植物园	长桥/华泾/龙华/漕宝路地铁/上海南站/万体馆
上海-徐汇区-枫林路	肇嘉浜路/斜土路/复兴中路/龙华/万体馆/衡山路
上海-徐汇区-龙华	万体馆/枫林路/肇嘉浜路/植物园/斜土路/衡山路
上海-徐汇区-徐家汇	衡山路/交大/湖南路/万体馆/淮海西路/漕宝路地铁
上海-徐汇区-田林	上师大/康健/漕河泾/上海南站/华东理工/漕宝路地铁
上海-徐汇区-衡山路	徐家汇/万体馆/交大/湖南路/淮海西路/肇嘉浜路
上海-徐汇区-肇嘉浜路	枫林路/复兴中路/斜土路/万体馆/湖南路/衡山路
上海-徐汇区-凌云路	华东理工/康健/上海南站/上师大/田林/漕河泾
上海-徐汇区-康健	上师大/凌云路/田林/华东理工/上海南站/漕河泾
上海-徐汇区-淮海西路	交大/徐家汇/衡山路/湖南路/万体馆/漕宝路地铁
上海-徐汇区-华东理工	凌云路/上海南站/康健/上师大/漕河泾/长桥
上海-徐汇区-上师大	田林/康健/漕河泾/上海南站/华东理工/凌云路
上海-徐汇区-复兴中路	肇嘉浜路/枫林路/斜土路/湖南路/万体馆/衡山路
上海-徐汇区-华泾	植物园/长桥/龙华/上海南站/华东理工/漕宝路地铁
上海-徐汇区-斜土路	枫林路/肇嘉浜路/复兴中路/龙华/万体馆/湖南路
上海-徐汇区-漕河泾	漕宝路地铁/上海南站/上师大/田林/华东理工/万体馆
上海-徐汇区-万体馆	衡山路/徐家汇/龙华/漕宝路地铁/肇嘉浜路/交大
上海-普陀区-曹杨新村	金沙江路/华师大/长风新村/真如/武宁路/长征
上海-普陀区-中远两湾城	宜川路/长寿路/光新/甘泉路/石泉路/武宁路
上海-普陀区-华师大	金沙江路/曹杨新村/长风新村/武宁路/真如/石泉路
上海-普陀区-光新	甘泉路/长寿路/宜川路/石泉路/中远两湾城/武宁路
上海-普陀区-金沙江路	华师大/曹杨新村/长风新村/真如/武宁路/长征
上海-普陀区-长寿路	中远两湾城/光新/宜川路/甘泉路/石泉路/武宁路
上海-普陀区-真如	曹杨新村/长风新村/金沙江路/万里城/长征/华师大
上海-普陀区-武宁路	石泉路/华师大/曹杨新村/金沙江路/光新/甘泉路
上海-普陀区-万里城	真如/曹杨新村/武宁路/金沙江路/长风新村/石泉路
上海-普陀区-石泉路	武宁路/光新/甘泉路/长寿路/宜川路/华师大
上海-普陀区-宜川路	中远两湾城/甘泉路/光新/长寿路/石泉路/武宁路
上海-普陀区-长风新村	曹杨新村/金沙江路/华师大/真如/长征/真光新村
上海-普陀区-长征	真光新村/长风新村/真如/曹杨新村/金沙江路/华师大
上海-普陀区-甘泉路	光新/宜川路/石泉路/中远两湾城/长寿路/武宁路
上海-普陀区-桃浦	真光新村/长征/真如/万里城/长风新村/曹杨新村
上海-普陀区-真光新村	长征/真如/长风新村/万里城/曹杨新村/金沙江路
上海-松江区-莘闵	九亭/新桥/泗泾/洞泾/松江工业区/中山
上海-松江区-松江大学城	方松/松江新城/永丰/松江老城/岳阳/中山
上海-松江区-松江科技园	佘山/永丰/方松/松江大学城/松江老城/松江新城
上海-松江区-方松	永丰/松江大学城/松江新城/松江老城/岳阳/中山
上海-松江区-松江工业区	中山/岳阳/松江新城/松江老城/洞泾/松江大学城
上海-松江区-泗泾	洞泾/九亭/中山/新桥/松江工业区/松江大学城
上海-松江区-九亭	莘闵/新桥/泗泾/洞泾/松江工业区/中山
上海-松江区-永丰	方松/松江老城/松江新城/岳阳/松江大学城/中山
上海-松江区-新桥	莘闵/九亭/洞泾/泗泾/松江工业区/中山
上海-松江区-松江老城	岳阳/松江新城/永丰/方松/中山/松江工业区
上海-松江区-松江新城	岳阳/松江老城/方松/松江大学城/中山/永丰
上海-松江区-洞泾	泗泾/中山/松江工业区/松江新城/新桥/岳阳
上海-松江区-中山	松江工业区/岳阳/松江新城/松江老城/松江大学城/方松
上海-松江区-佘山	松江大学城/方松/松江科技园/永丰/松江新城/松江老城
上海-松江区-岳阳	松江老城/松江新城/中山/松江工业区/永丰/方松
武汉-硚口-汉正	武胜路/六角亭/宝丰/汉中/崇仁/荣华
武汉-硚口-荣华	崇仁/汉中/宝丰/汉水桥/武胜路/汉正
武汉-硚口-六角亭	汉正/武胜路/宝丰/汉中/崇仁/荣华
武汉-硚口-汉中	崇仁/宝丰/武胜路/荣华/汉正/六角亭
武汉-硚口-易家墩	古田/韩家墩/宗关/汉水桥/荣华/崇仁
武汉-硚口-宗关	韩家墩/汉水桥/荣华/崇仁/汉中/易家墩
武汉-硚口-汉水桥	荣华/宗关/崇仁/汉中/宝丰/武胜路
武汉-硚口-韩家墩	宗关/易家墩/古田/汉水桥/荣华/崇仁
武汉-硚口-崇仁	汉中/宝丰/荣华/武胜路/汉正/汉水桥
武汉-硚口-古田	易家墩/韩家墩/宗关/汉水桥/荣华/崇仁
武汉-硚口-武胜路	宝丰/汉正/汉中/崇仁/六角亭/荣华
武汉-硚口-宝丰	崇仁/汉中/武胜路/荣华/汉正/六角亭
武汉-江汉-西北湖	常青/红旗渠/万松/杨汊湖/汉兴/新华
武汉-江汉-万松	新华/民意/唐家墩/满春/常青/杨汊湖
武汉-江汉-民意	满春/前进/水塔/万松/新华/民权
武汉-江汉-新华	唐家墩/万松/民意/杨汊湖/满春/汉兴
武汉-江汉-前进	水塔/满春/民权/民意/民族/新华
武汉-江汉-汉兴	杨汊湖/红旗渠/常青/唐家墩/新华/万松
武汉-江汉-民权	民族/水塔/前进/满春/民意/新华
武汉-江汉-北湖	民族/民权/水塔/前进/满春/民意
武汉-江汉-红旗渠	杨汊湖/汉兴/常青/唐家墩/新华/万松
武汉-江汉-唐家墩	新华/万松/杨汊湖/汉兴/民意/红旗渠
武汉-江汉-杨汊湖	汉兴/红旗渠/常青/唐家墩/新华/万松
武汉-江汉-民族	民权/水塔/前进/满春/民意/新华
武汉-江汉-水塔	前进/民权/民族/满春/民意/新华
武汉-江汉-满春	民意/前进/水塔/民权/民族/万松
武汉-江汉-常青	红旗渠/杨汊湖/汉兴/万松/新华/唐家墩
武汉-汉南-邓南	纱帽
武汉-汉南-纱帽	邓南
武汉-江岸-新村	百步亭/二七/岱山/丹水池/后湖/四唯
武汉-江岸-台北路	建设大道/江汉路/花桥/西马/香港路/球场街
武汉-江岸-四唯	永清/三阳路/一元路/劳动/车站/上海
武汉-江岸-建设大道	台北路/江汉路/花桥/西马/香港路/球场街
武汉-江岸-劳动	车站/球场街/三阳路/大智街/永清/香港路
武汉-江岸-谌家矶	后湖/丹水池/岱山/百步亭/新村/二七
武汉-江岸-一元路	三阳路/四唯/车站/永清/劳动/上海
武汉-江岸-江汉路	西马/大智街/球场街/香港路/台北路/上海
武汉-江岸-永清	四唯/三阳路/一元路/劳动/车站/球场街
武汉-江岸-二七	新村/永清/四唯/三阳路/百步亭/一元路
武汉-江岸-三阳路	一元路/四唯/永清/车站/劳动/上海
武汉-江岸-球场街	香港路/西马/大智街/劳动/车站/上海
武汉-江岸-丹水池	岱山/后湖/百步亭/新村/二七/谌家矶
武汉-江岸-车站	上海/大智街/劳动/一元路/三阳路/球场街
武汉-江岸-西马	球场街/大智街/香港路/江汉路/上海/车站
武汉-江岸-花桥	香港路/球场街/西马/台北路/江汉路/劳动
武汉-江岸-岱山	后湖/丹水池/百步亭/新村/二七/谌家矶
武汉-江岸-大智街	上海/球场街/车站/西马/劳动/香港路
武汉-江岸-上海	大智街/车站/球场街/西马/劳动/一元路
武汉-江岸-后湖	岱山/丹水池/百步亭/新村/二七/谌家矶
武汉-江岸-香港路	球场街/西马/大智街/劳动/花桥/车站
武汉-江岸-百步亭	岱山/丹水池/后湖/新村/二七/四唯
武汉-洪山-张家湾	关山/光谷/鲁巷/卓刀泉/陈家湾/花山
武汉-洪山-卓刀泉	陈家湾/珞南/广埠屯/街道口/左岭/鲁巷
武汉-洪山-左岭	珞狮南路/街道口/广埠屯/珞南/陈家湾/卓刀泉
武汉-洪山-广埠屯	珞南/陈家湾/卓刀泉/街道口/左岭/珞狮南路
武汉-洪山-关山	光谷/鲁巷/张家湾/卓刀泉/陈家湾/珞南
武汉-洪山-光谷	鲁巷/关山/卓刀泉/陈家湾/珞南/广埠屯
武汉-洪山-珞南	广埠屯/陈家湾/卓刀泉/街道口/左岭/珞狮南路
武汉-洪山-红旗	珞狮南路/左岭/街道口/广埠屯/珞南/陈家湾
武汉-洪山-葛化	花山/张家湾/关山/光谷/鲁巷/卓刀泉
武汉-洪山-陈家湾	卓刀泉/珞南/广埠屯/街道口/左岭/鲁巷
武汉-洪山-街道口	广埠屯/珞南/左岭/陈家湾/卓刀泉/珞狮南路
武汉-洪山-鲁巷	光谷/关山/卓刀泉/陈家湾/珞南/广埠屯
武汉-洪山-珞狮南路	左岭/街道口/广埠屯/珞南/陈家湾/红旗
武汉-洪山-花山	张家湾/葛化/关山/光谷/鲁巷/卓刀泉
武汉-黄陂-六指店	前川/滠口/罗汉寺/横店/盘龙城/祁家湾
武汉-黄陂-横店	盘龙城/滠口/罗汉寺/祁家湾/前川/天河
武汉-黄陂-罗汉寺	横店/前川/祁家湾/滠口/天河/盘龙城
武汉-黄陂-天河	祁家湾/盘龙城/横店/罗汉寺/滠口/前川
武汉-黄陂-滠口	横店/前川/盘龙城/罗汉寺/祁家湾/天河
武汉-黄陂-祁家湾	天河/横店/罗汉寺/盘龙城/滠口/前川
武汉-黄陂-前川	滠口/罗汉寺/横店/六指店/盘龙城/祁家湾
武汉-黄陂-盘龙城	横店/天河/祁家湾/滠口/罗汉寺/前川
武汉-武昌-粮道	粮道街/积玉桥/小东门/首义路/武昌火车站/新河
武汉-武昌-徐东	杨园/中北路/徐家棚/水果湖/东亭/丁字桥
武汉-武昌-武昌火车站	南湖花园/首义路/南湖/粮道/小东门/粮道街
武汉-武昌-南湖花园	南湖/武昌火车站/首义路/武泰闸/小东门/粮道
武汉-武昌-中华路	司门口/黄鹤楼/白沙洲/粮道街/首义路/武泰闸
武汉-武昌-石洞	白沙洲/南湖/武泰闸/南湖花园/首义路/武昌火车站
武汉-武昌-丁字桥	中南路/傅家坡/水果湖/中北路/小东门/珞珈山
武汉-武昌-白沙洲	武泰闸/黄鹤楼/司门口/首义路/中华路/粮道街
武汉-武昌-积玉桥	小东门/粮道/粮道街/新河/武昌火车站/首义路
武汉-武昌-黄鹤楼	中华路/司门口/白沙洲/武泰闸/首义路/粮道街
武汉-武昌-傅家坡	中南路/丁字桥/小东门/武昌火车站/积玉桥/南湖花园
武汉-武昌-中北路	水果湖/徐东/东亭/珞珈山/丁字桥/中南路
武汉-武昌-珞珈山	水果湖/中北路/丁字桥/中南路/东亭/傅家坡
武汉-武昌-小东门	积玉桥/粮道/粮道街/武昌火车站/傅家坡/新河
武汉-武昌-新河	积玉桥/粮道/粮道街/小东门/司门口/首义路
武汉-武昌-徐家棚	杨园/徐东/中北路/水果湖/丁字桥/中南路
武汉-武昌-首义路	武泰闸/武昌火车站/粮道街/粮道/南湖花园/白沙洲
武汉-武昌-粮道街	粮道/积玉桥/首义路/新河/小东门/武昌火车站
武汉-武昌-紫阳	中华路/黄鹤楼/司门口/白沙洲/粮道街/武泰闸
武汉-武昌-东亭	中北路/徐东/水果湖/珞珈山/杨园/丁字桥
武汉-武昌-南湖	南湖花园/武昌火车站/武泰闸/首义路/粮道/小东门
武汉-武昌-武泰闸	首义路/白沙洲/武昌火车站/南湖/南湖花园/黄鹤楼
武汉-武昌-中南路	丁字桥/傅家坡/水果湖/小东门/中北路/珞珈山
武汉-武昌-水果湖	中北路/丁字桥/珞珈山/中南路/徐东/东亭
武汉-武昌-司门口	中华路/黄鹤楼/粮道街/白沙洲/首义路/粮道
武汉-武昌-杨园	徐东/徐家棚/中北路/东亭/水果湖/丁字桥
武汉-江夏-金口	郑店/纸坊/乌龙泉/流芳
武汉-江夏-流芳	乌龙泉/纸坊/郑店/金口
武汉-江夏-郑店	纸坊/乌龙泉/金口/流芳
武汉-江夏-乌龙泉	纸坊/郑店/流芳/金口
武汉-江夏-纸坊	乌龙泉/郑店/流芳/金口
武汉-汉阳-琴断口	七里庙/江汉二桥/五里墩/郭茨口/月湖/洲头
武汉-汉阳-晴川	建桥/翠微/鹦鹉/钟家村/洲头/月湖
武汉-汉阳-七里庙	五里墩/琴断口/月湖/江汉二桥/郭茨口/洲头
武汉-汉阳-建桥	翠微/鹦鹉/钟家村/晴川/洲头/月湖
武汉-汉阳-鹦鹉	翠微/建桥/钟家村/洲头/月湖/晴川
武汉-汉阳-钟家村	翠微/鹦鹉/月湖/建桥/洲头/五里墩
武汉-汉阳-翠微	鹦鹉/钟家村/建桥/洲头/月湖/晴川
武汉-汉阳-洲头	钟家村/鹦鹉/翠微/月湖/五里墩/建桥
武汉-汉阳-郭茨口	江汉二桥/琴断口/七里庙/五里墩/月湖/洲头
武汉-汉阳-王家湾	晴川/建桥/鹦鹉/翠微/钟家村/洲头
武汉-汉阳-五里墩	七里庙/月湖/琴断口/洲头/钟家村/翠微
武汉-汉阳-月湖	钟家村/五里墩/洲头/翠微/七里庙/鹦鹉
武汉-汉阳-江汉二桥	郭茨口/琴断口/七里庙/五里墩/月湖/洲头
武汉-新洲-三店	邾城/汪集/李集/潘塘/旧街/仓埠
武汉-新洲-双柳	阳逻/汪集/仓埠/李集/邾城/三店
武汉-新洲-汪集	李集/三店/邾城/双柳/仓埠/阳逻
武汉-新洲-潘塘	旧街/邾城/三店/汪集/李集/仓埠
武汉-新洲-仓埠	李集/阳逻/汪集/双柳/三店/邾城
武汉-新洲-李集	汪集/仓埠/三店/邾城/双柳/阳逻
武汉-新洲-邾城	三店/汪集/潘塘/旧街/李集/双柳
武汉-新洲-阳逻	双柳/仓埠/李集/汪集/三店/邾城
武汉-新洲-旧街	潘塘/邾城/三店/汪集/李集/双柳
武汉-青山-厂前	工人村/武东/红钢城/新沟桥/建设七路/青山
武汉-青山-红钢城	新沟桥/建设七路/青山/钢都/冶金/钢花村
武汉-青山-钢都	青山/冶金/建设七路/新沟桥/钢花村/红钢城
武汉-青山-工人村	厂前/红钢城/新沟桥/建设七路/青山/钢都
武汉-青山-建设七路	青山/新沟桥/钢都/红钢城/冶金/钢花村
武汉-青山-新沟桥	青山/红钢城/建设七路/钢都/冶金/钢花村
武汉-青山-和平大道	友谊大道/建设二路/钢花村/冶金/钢都/青山
武汉-青山-青山	钢都/建设七路/新沟桥/冶金/红钢城/钢花村
武汉-青山-友谊大道	和平大道/建设二路/钢花村/冶金/钢都/青山
